c	P	Cykliczność	Czas (h)	Kontekst	Priorytet	PP	Level	LP	Miejsce	Termin	👽	w	u	n1	n2	Zadanie	Opis	Opis 2
T	6		1,5	praca	2. Critical	10	Średnie	3	-----	2026-03-29	19	s	x			"Poszukać ubezpieczeń na życie które płacą za L4 (nie tylko przy nieszczęśliwych wypadkach)
Spytać w AP Finance"
T	6		1	raj	2. Critical	10	Średnie	3	-----	2026-03-29	19	a	x			Petsitter https://petsy.pl/p/alicja-dHuSth6
C	5	co miesiąc	0,2	dom	1. Blocker	1000	Łatwe	5	Katowice	2026-05-06	1010	s	!!!	1	0	Backup Maca
T	9		1	dom	4. Normal	3	Średnie	3	Katowice	2026-03-29	15	a	x			Zidentyfikować usterki w mieszkaniu w Katowicach i zlecić naprawy	Okno w kuchni, serwis okien: https://www.facebook.com/serwiswin.warszawa
C	8	co rok	1	inne	3. High	4	Trudne	1	Kocoń	2026-03-29	13	s	x			Znaleźć i zainstalować hamak, kupić stojak
T	8		2	dom	4. Normal	3	Trudne	1	Kocoń	2026-03-29	12	a	x			pomalować dach garażu
T	6		8	pomysły	3. High	4	Trudne	1	-----	2026-03-29	11	s	x			Tłumacz jak ze star treka na air podsy lub z napisami w rozszerzonej rzeczywistości
T			1	praca	2. Critical	10	Trudne	1	-----	2026-03-29	11	s	x			Zainwestować w growboxy (uprzedzić o tym policję) by sprzedać je drożej jak zacznie się duży popyt po legalizacji zioła w Polsce. Może zainwestować też w jakieś inne akcesoria dla tego typu domowych upraw. DRUGA sprawa to spróbować zrobić idealną imprezę muzyczną w plenerze z wielkim ekranem i visualizacjami w systemie słuchawkowym z poziomami uczestnictwa, może powinna być DJka by to było kompletne, oczywiście dekosy i wszystko co najlepsze z festiwali 	Błażej powiedział że może też w lampy do growboxównawozy itd
T	1			inne	4. Normal	3	Średnie	3	-----	2026-03-29	7	a	x			Sprawdzić apkę CapCut
T				pomysły	3. High	4	Trudne	1	-----	2026-03-29	5	s	x			Stworzyć własną aplikację CMS dla graph ql
T				inne	5. Low	2	Średnie	3	-----	2026-03-29	5	s	x			Chce okulusy by np malować świat
C		co miesiąc	0,1	raj	1. Blocker	1000	Łatwe	5	-----	2026-04-28	1005	a	!!	0	0	"Raj - Simparica (Trio do podania 28 maj - potem za kolejne 3 miesiące)
- w koconiu skończyła się simparica trio"
C		co wyjazd	0,2	dom	1. Blocker	1000	Łatwe	5	Katowice	2026-05-26	1005	a	!!	1	0	Opróżnić kosze (Katowice)
C		co rok - 1 października	2	dom	1. Blocker	1000	Średnie	3	Kocoń	2026-10-01	1003	a	!!!			Zabezpieczyć kranik przy studni przed zamarzaniem
C		co pt	0	praca	1. Blocker	1000	Łatwe	5	-----	2026-06-05	1005	s	!!!	0	0	OMNIMAT
C		co 2 dni	0,5	raj	1. Blocker	1000	Średnie	3	-----	2026-05-16	1003	a	!!!	0	0	"Raj fizjoterapia
- ćwiczyć
- przygotować potrzebne sprzęty
- po niecałym miesiącu ćwiczeń umówić się do VitalVet"
C		co rok - 3 marca		praca	2. Critical	10	Średnie	3	-----	2027-03-03	13	s	!!!			Przygotować i złożyć PIT
T			1	dom	1. Blocker	1000	Średnie	3	-----	2026-03-28	1003	a	!!!	0	0	"Remont/ogród;
- Łukasz - upomnieć się - czekam na odpowiedź mailową
- Mateusz - kolory blatów
- Andrzej - czekam co odpisze w sprawie wycen ekip; zawieszona kostka i mamy prawo do poprawek tarasu
- musimy odpowiedzieć andrzejowi na ofertę mebli na wymiar"
T			0,5	dom	1. Blocker	1000	Średnie	3	-----	2026-05-05	1003	s	!!!	0	0	Dowiedzieć się czy na obecnej konstrukcji dachu będzie można założyć panele słoneczne
C		na razie co 2 miesiące	1	dom	1. Blocker	1000	Średnie	3	Kocoń	2026-07-28	1003	a	!!!			Studnia głębinowa - wymiana filtrów
T			4	zdrowie	1. Blocker	1000	Średnie	3	Katowice	2026-03-28	1003	s	!!!	1		"DNA moczanowa? NERKI - UROLOG:
DONE - 1. Wykonać UFL - 20.06 (piątek) 8-17

- Zastanowić się czy nie choruję na ZZSK i na to na nerki co Asia wspominała

2. Wykonać UFL - 29.08 (piątek) 8-17
3. Oddać krew/mocz do badania - 27.08 (środa).
4. Odebrać wyniki z badania krwi i moczu - 03.09 (środa)
4. Wizyta - 12.09 (piątek)."	"dr Sokołowski

Rejestracja: 326027000 (przychodnia przyszpitalna)"
C		Co pół roku	2	dom	2. Critical	10	Trudne	1	Katowice	2026-07-29	11	a	!			czyszczenie lodówki (Katowice) - MARIOLA
C		co miesiąc - 23 dnia	0,5	praca	1. Blocker	1000	Łatwe	5	-----	2026-06-23	1005	s	!!!	0	0	OMNIMAT - koniec miesiąca + wystawić fakturę	nie ma faktury w KSEF
T			0,5	zdrowie	1. Blocker	1000	Średnie	3	-----	2026-03-28	1003	s	!!!	0	0	"Dermatolog (alergolog i inni) -
- podsumować co było na wizycie i ustalić co dalej"	AllMedica w Wadowicach
C		co rok		raj	1. Blocker	1000	Średnie	3	-----	2026-03-28	1003	a	!!!	0	0	"Szczepienie przeciwko kaszlowi kennelowemu
- zastanowić się czy w tym roku będziemy szczepić (ostatnie szczepienie: 2025.06.18)"
C		co ile trzeba	0,5	raj	1. Blocker	1000	Średnie	3	-----	2026-03-28	1003	a	!!!	0	0	"Schodzić z Forthyronu
- badanie krwi (co miesiąc) - czekam na wyniki razem z cytologią
- kontrola w ivet (20 maj)"	co dalej?
C		14 dnia miesiąca	0,2	praca	1. Blocker	1000	Łatwe	5	-----	2026-05-14	1005	s	!!!	1		Opłacić podatki - termin do 20 dnia miesiąca
C		co ile trzeba	0,2	zdrowie	1. Blocker	1000	Średnie	3	Katowice	2026-05-04	1003	s	!!	0	0	"Stomatologia
- umówić wizytę
- zdjęcie lekarstwa"
T			0,5	raj	3. High	4	Średnie	3	-----	2026-04-01	7	a	!!!	1		Raj umówić ortopedę na za miesiąc - USG kolana lewego i sprawdzenie mięśni i ruchomości	"dr Imioło
Centrum Leczenia Zwierząt ""FIVET"" Wolności 121, 42-506 Będzin Telefon: 728 451 155"
C		1 lipca	1	inne	1. Blocker	1000	Trudne	1	-----	2026-03-28	1001	s	!!!	0	0	"Ogarnąć dla Asi prezent na kolejną okazję

KRUK

Kwiatki na walentynki i na rocznicę zamówić (odbiór piątek i niedziela)

wybrać romansidło

Zarezerwowany stolik w restauracji na 14:30 w sobotę: https://maps.app.goo.gl/6rnG78ykTk5ZEs2S6

https://www.facebook.com/share/p/1D1BujfxZo/"	"https://www.amazon.pl/s?k=kindle&i=electronics&rh=n%3A20657432031%2Cp_123%3A323125%2Cp_n_condition-type%3A21329610031%2Cp_6%3AA2R2221NX79QZP&dc&crid=UAF0BIQY7KQ3&qid=1756750445&rnid=20875378031&sprefix=k%2Caps%2C102&ref=sr_nr_p_6_1&ds=v1%3AaOMZ2cWsq%2B%2F3qvxSZB43C3tkuimM%2FJRzmgr5Qyw53%2Bskupić
Kindle Paperwhite 6 Signature Edition
albo colorsoft 32 GB
sprawdzić recenzje colorsoft

 koszulę nocną, znaleźć teatr, ogarnąć restaurację, jeszcze coś? może coś drobnego, albo coś do Potworka? Nauka jazdy terenowej ( To ci się może przydać do prezentu dla mnie
Jedna dziewczyna z turnieju k9 byla u nich i była zadowolona


https://www.facebook.com/eror4x4 ). Garmin który będzie się ładował słonecznie. "	"kolczyki
voucher
?
https://www.perplexity.ai/search/podaj-10-pomyslow-na-33-urodzi-QG9pkkbSR4CaUOBK5gXrpA"
C		co 1,5 roku	0,5	raj	2. Critical	10	Średnie	3	-----	2027-09-19	13	a	!!!			Raj - kontrolne USG, Echo serca
C		co ile? Maj	1	zdrowie	1. Blocker	1000	Trudne	1	-----	2026-03-28	1001	a	!!!	0	0	"Szczpienia

(MAJ)
Załatwić receptę, kupić i zaszczepić w czerwcu (procedurę zacząć w maju):
odkleszczowe zapalenie mózgu:
- Szymon - :FSME-IMMUN 0,5 ml 2,4 µg/0,5 ml
- Asia - Encepur Adults"	"DONE 1. Ze zdjęć żółtej książeczki stworzyć excela ze szczepieniami jakie mieliśmy;
2. Wpisać daty szczepień covid;
3. Uzupełnić listę o szczepienia z książeczek zdrowia dziecka;
4. Spytać rodziców czy było więcej szczepień;
5. Ustalić listę na co chcemy mieć odporność (m.in: kleszczowe zapalenie mózgu, koklusz);
6. U lekarza w Gilowicach spytać na co jeszcze warto się zaszczepić;
7. Z lekarzem zweryfikować listę odbytych szczepień i zrobić plan szczepień;
8. Zaszczepić się zgodnie z planem szczepień;"	"https://www.gov.pl/web/zdrowie/szczepienia-obowiazkowe-i-zalecane

Niepubliczny Zakład Opieki Zdrowotnej ""VITA"" – Ślemień, Żywiecka 5 -
 tel: 338654075 - przychodniaslemien@gmail.com - to jest dobry numer!!!!!"
C		co tydzień	1	dom	1. Blocker	1000	Średnie	3	Katowice	2026-06-02	1003	a	!!!	0	0	Składanie prania
T			4	zdrowie	1. Blocker	1000	Średnie	3	-----	2026-07-01	1003	s	!!!			"Bonus
- wizyta umówić"	"Małgorzata Ruty - somatic experiencing:
Katowice ul. Żarnowcowa 19b "
T	1		2	dom	1. Blocker	1000	Średnie	3	-----	2026-04-01	1004	a	!!!	1		Znaleźć elektryka do zmadania instalacji elektrycznej	https://www.perplexity.ai/search/kolega-ma-stary-dom-w-ktorym-o-d0lr5P._TeqRVpADr9e8Vw
C		co rok - 1 marca	1	dom	1. Blocker	1000	Trudne	1	-----	2026-03-28	1001	a	!!	0	0	Pomyśleć o czymś na rocznicę ślubu
C		co rok		samochód	2. Critical	10	Średnie	3	-----	2027-03-28	13	a	!!!			OC (Perła) - termin do 7 kwietnia
T			0,5	dom	1. Blocker	1000	Trudne	1	Kocoń	2026-05-15	1001	a	!!!	0	0	ZUK - umowa na przyłącza na czerwiec - być w kontakcie
C		co sobotę	1	inne	2. Critical	10	Średnie	3	-----	2026-05-16	13	s	!!!	1		Mama i tata
T	4		1	samochód	2. Critical	10	Średnie	3	-----	2026-04-01	17	s	!!!	1		Doszkalanie foresterem - jak najszybciej	Ewa Leśniak <dom.beskidy@gmail.com>
C		co 2 dni	1	zdrowie	2. Critical	10	Średnie	3	-----	2026-03-28	13	s	!!!	0	0	"CHRAPANIE - LARYNGOLOGIA
- ćwiczenia
- spać z ortezą"	Laryngolog Blicharz	"KOD: 8382
"
T				raj	4. Normal	3	Średnie	3	-----	2027-05-01	6	a	!!!			Raj - kastracja, czy to ma sens?
C		co 3 lata	1	zdrowie	2. Critical	10	Średnie	3	-----	2026-03-28	13	s	!!!	0	0	"Okulista
- sprawdzić czy mam już zrobione wszystkie badania by iść do okulisty"
T	1		1	inne	2. Critical	10	Średnie	3	-----	2026-03-28	14	s	!!!	1		Zainwestować w USD
C		co miesiąc	0,5	raj	1. Blocker	1000	Średnie	3	Kocoń	2026-06-22	1003	a	!!!	0	0	Raj - czyszczenie uszu
C		do 5 dnia miesiąca	1	praca	1. Blocker	1000	Średnie	3	Kocoń	2026-06-05	1003	s	!!!	0	0	Przygotować faktury (SKANOWAĆ!), wysłać/zanieść faktury - termin do 17 dnia miesiąca
T			2	inne	6. Trivial	1	Średnie	3	-----	2026-03-28	4	s	!!!	1		Test osobowości -Chciałeś ten test osobowości https://www.16personalities.com/pl/darmowy-test-osobowosci
T			2	zdrowie	2. Critical	10	Średnie	3	-----	2026-03-28	13	s	!!!	0	0	"ORTOPEDA:
Zlecone badania krwi
umówić wizytę do ortopedy.
Spytać o Badanie ORTO kręgosłupa na urazówce w Piekarach "
T			0,5	zdrowie	3. High	4	Średnie	3	-----	2026-03-28	7	a	!!!	1		Umówić się na floating
T			1	dom	2. Critical	10	Średnie	3	-----	2026-04-14	13	s	!!!	0	0	Mateusz blaty - wybrać kolor
C		co miesiąc	2	zdrowie	2. Critical	10	Średnie	3	-----	2026-03-28	13	s	!!	0	0	Odburzanie
C		co rok	0,5	samochód	2. Critical	10	Łatwe	5	-----	2026-09-01	15	a	!			OC (Potworek) - termin do 20 września
C		co 3 miiesiące	0,2	raj	4. Normal	3	Łatwe	5	-----	2026-04-28	8	a	!	0	0	"Upewnić się że mamy w obu domach:
- Simparice (+ Simparica trio na odrobaczanie)
- Forthyron"
T	1		1,5	inne	3. High	4	Trudne	1	-----	2026-03-28	6	s	!!!	1		Przygotować iPhone nna wymiianę baterii - zgrać i backupy	https://www.gov.pl/web/zdrowie/szczepienia-obowiazkowe-i-zalecane
C		pn	0	praca	4. Normal	3	Łatwe	5	-----	2026-05-26	8	s	!	0	0	Dyscyplina - koncentracja - cierpliwość
C		co 2 dni	0,5	zdrowie	3. High	4	Średnie	3	-----	2026-03-28	7	s	!!!	0	0	ćwiczenia: basen, gęsia stopka, rozciąganie barków i szyi, głębokie mięśnnie brzuch, JOGA
T			1	praca	1. Blocker	1000	Trudne	1	-----	2026-06-07	1001	s	!!!			Postarać się o podwyżkę
C		co 2 lata		raj	3. High	4	Średnie	3	-----	2026-04-27	7	a	!!!	0	0	Raj RTG całości? czy tylko bioder? Czekamy na wyniki cytologii	gdzie wyniki z ARKI? wyniki cytologi i wymazu z ogona
C	10	co pół roku	0,5	dom	4. Normal	3	Łatwe	5	Katowice	2026-06-02	18	a	!!	0	0	wymienić filtr w okapie (Katowice) + naprawić lampkę
C	3	co rok		zdrowie	2. Critical	10	Średnie	3	-----	2026-06-02	16	s	!!!	0	0	"krew to co ortopeda zalecił i to co jest na karteczkach i to co inny ortopeda zalecił żelazo chyba itd
Badania próby wątrobowe. ACTH od nadnerczy jeśli niski to przewlekły stres i jeśli duży kortyzol. Sprawdzić czy mam hjelikobakter
Sprawdzić kał na pasożyty i krew
Umówić badanie krwi w luxmed na karłowicza na 23 czerwca rano.
Zbadać krew w tym tarczyca, poziom żelaza i ferrytynę, profil lipidowy, nerki, PSA, B12, D, magnez, tarczyca, kreatyna, kortyzol. Oraz wszystkie te badania: https://www.perplexity.ai/search/zaburzenia-lekowe-prowadza-do-WMoi.lPHQm2ueBSbWtZQrA"
C		co 2 tygodnie	2	dom	3. High	4	Średnie	3	Kocoń	2026-03-28	7	a	!!	0	0	Odpajęczanie domu i posesji
C	3	co rok pół roku	1,5	inne	4. Normal	3	Trudne	1	-----	2026-03-28	7	s	!!	0	0	Julka - wymyśleć coś fajnego
C		co wyjazd / co tydzień	0,3	dom	1. Blocker	1000	Łatwe	5	Kocoń	2026-05-05	1005	a	!!	1		Opróżnić kosze (Kocoń)
C	8	co rok (2 stycznia)	2	dom	1. Blocker	1000	Średnie	3	-----	2026-03-28	1011	a	!!!	0	1	Rozliczenie roku + zwrot Asi za mieszkanie, terapie, lekarze, masaże + sprawdzić czy Asia odesłała mi 20k
T	6		2	dom	1. Blocker	1000	Średnie	3	-----	2026-07-28	1009	a	!!		1	Chlorowanie studni
C		co miesiąc - 20 dnia miesiąca	1	dom	1. Blocker	1000	Średnie	3	-----	2026-03-28	1003	a	!!!	0	1	Rozliczenie miesiąca
T			1	inne	1. Blocker	1000	Średnie	3	-----	2026-03-28	1003	s	!!!	0	1	"kupić:
- suplementy (glicyna, ...)
- koszulki
- skarpetki
- akcesoria basenowe (moskitiera?)"
C	21	co pół roku	3	samochód	3. High	4	Trudne	1	-----	2026-03-28	26	a	!!	1		Mycie ręczne i odkurzanie (Perła), dowiedzieć się jak dbać o skórę i jak najefektywniej samemu czyścić samochód
T	6		3	dom	2. Critical	10	Trudne	1	-----	2026-03-26	17	a	!!	1		poszukać kogoś do wyrównania/zaorania ziemi w Jeleśni i w koconiu
C		pt	1	dom	1. Blocker	1000	Średnie	3	Kocoń	2026-05-08	1003	a	!!!	0	1	Odkurzanie (Kocoń)
C		co rok		samochód	2. Critical	10	Średnie	3	-----	2027-01-21	13	a	!!!			AC (Potworek) - termin do 6 lutego
T			1	samochód	1. Blocker	1000	Średnie	3	-----	2026-03-29	1003	s	!!!	0	1	Mazda - drzwi - jechać do Specka?
C		co rok		dom	1. Blocker	1000	Średnie	3	-----	2027-02-02	1003	a	!!!			Opłacić podatek w Koconiu (czekam na maila z gminy)
C		co 2 dni	1	inne	1. Blocker	1000	Średnie	3	-----	2026-03-28	1003	s	!!!	0	1	Ogarnąć nieprzeczytane i odłożone maile + zwolnić miejsce na gdrive
T	6			inne	4. Normal	3	Średnie	3	-----	2026-03-28	12	s	!!	1		Kupić Avata 2
C		co 3 miesiące	0,2	zdrowie	4. Normal	3	Łatwe	5	-----	2026-06-12	8	s	!	1	0	Fryzjer - umówić
T	2		0,5	dom	4. Normal	3	Średnie	3	-----	2026-03-28	8	a	!!	1		Sprawdzić czy nie tracimy na tym że nie lokujemy pieniędzy na lokaty czy obligacje
T	1		1	inne	4. Normal	3	Średnie	3	-----	2026-03-28	7	s	!!	1		Revolut wyrobić kartę
T			1	dom	3. High	4	Średnie	3	Kocoń	2026-03-28	7	a	!!	1		Ogarnąć lepszą kłódkę do studni
T	6		1	dom	2. Critical	10	Średnie	3	-----	2026-03-28	19	s	!!	0	1	Zrobić porządek w aktach
T	4		1	dom	3. High	4	Średnie	3	-----	2026-03-28	11	s	!	0	1	"Sprawdzić czy coś się zmieniło w temacie zbliżeniowych przelewó blik na iPhone
https://www.perplexity.ai/search/czy-w-sklepach-z-terminalami-p-NlqXsL4bSgCxAWdYgjgMPA"
T	1		1	inne	4. Normal	3	Średnie	3	-----	2026-03-28	7	s	!!	1		kupic: noktowizor, luźna bluza Metallica
C		co 2 tygodnie	0,5	raj	4. Normal	3	Łatwe	5	Kocoń	2026-05-09	8	a	!!	0	1	Raj - umyć miski (Kocoń)
C		co 3 tygodnie	0,2	raj	4. Normal	3	Łatwe	5	Katowice	2026-06-02	8	a	!	0	0	Raj - umyć miski (Katowice)
T			1899-12-31	dom	3. High	4	Średnie	3	Katowice	2026-05-06	7	s	!!!	1	1	Poziomowanie pralki.
T			1	dom	3. High	4	Średnie	3	-----	2026-03-28	7	a	!!	0	1	Kupić szczotkę wirującą
C		co ile trzebba	2	praca	3. High	4	Średnie	3	-----	2026-03-28	7	s	!!	0	1	Zwolnić miejsce na gdrive
C		co rok	3	samochód	3. High	4	Średnie	3	-----	2026-08-10	7	a	!!			Przegląd techniczny auta - termin do 27 sierpień (Potworek)
C		co ile trzeba	2,5	dom	4. Normal	3	Średnie	3	Kocoń	2026-05-16	6	a	!!	1		"Koszenie trawy
- założyć nowe ostrza do kosiarki elektrycznej
- przygotować kosiarki na przechowanie zimowe"
T	1		1	inne	5. Low	2	Średnie	3	-----	2026-03-28	6	s	!!	1		Ebooki i audiobooki w opisie filmu - https://youtu.be/y3QhCqHOwFY
C		Co pół roku	2	dom	2. Critical	10	Trudne	1	Kocoń	2026-09-22	11	a	!!			czyszczenie lodówki (Kocoń)
C		pt	0,5	raj	3. High	4	Średnie	3	-----	2026-05-04	7	a	!!	0	1	Raj - czesanie
C		co 10 tygodni	0,5	dom	3. High	4	Średnie	3	Kocoń	2026-03-28	7	a	!!	0	1	Wyczyścić rumbę
T			1	dom	3. High	4	Średnie	3	-----	2026-03-28	7	a	!	0	1	Załatwić wymianę akumulatora do odkurzacza
C		pt	1	dom	4. Normal	3	Średnie	3	Kocoń	2026-05-08	6	a	!!!	0	1	Poodkładać rzeczy na miejsca (Kocoń)
C		co tydzień	0,5	raj	5. Low	2	Średnie	3	-----	2026-03-28	5	a	x			Raj - nauczyc 100 słów
C		co rok		samochód	1. Blocker	1000	Średnie	3	Katowice	2026-11-20	1003	a	!!!			Przegląd techniczny auta - termin do 6 grudnia (Perła)
T	1		1	praca	3. High	4	Trudne	1	-----	2026-03-28	6	s	!!!	0	1	Kupić dodatkowe ekrany do lapka z pracy	Wybrać coś tu: https://www.google.com/search?sca_esv=37db28bfa134011b&rlz=1CDGOYI_enPL826PL826&hl=pl&sxsrf=ADLYWIJIdkN5Lg5aElpeSuqozwa09xtaIA:1719342820750&q=monitor+doczepiany+do+laptopa&udm=3&fbs=AEQNm0Dvr3xYvXRaGaB8liPABJYdVC1NjYIFuBO3QJyWQ7GvBqotGuNIL7YJZii2ZN8ynNxI0n-SwmfZ81HoXvsBSMGhXatL8jIpqalbwmkoE0_H4z-YEnZ_ebQWsYkUEcf2rlsqhKa6TIlESMT6rh31_SMfc90zj9cEZzzroi0jKUoMBdRmTqdfaNzwL5vn-5kgUQUsVa73a9O5BKPmakgJ9Y11RuT5133-zYZSSM1WUPKMnjA0Bcw&sa=X&ved=2ahUKEwjOs8-Qu_eGAxVEKxAIHTOHD2gQs6gLegQIDxAB&biw=375&bih=713&dpr=3#ip=1
T	1		2	dom	5. Low	2	Trudne	1	Katowice	2026-05-06	4	s	!!	1		Posprzątać szafkę w biurku w Katowicach
C	1	co rok	2	inne	5. Low	2	Trudne	1	-----	2026-03-28	4	s	!!	1		Określić swój poziom angielskiego	https://eskk.pl/blog/jak-sprawdzic-swoj-poziom-angielskiego?gclid=CjwKCAjwv-GUBhAzEiwASUMm4od99QzLmYxwQZWeZYXK1EcjNGVqqXaznli1GbKwosUZyKenbaWSQxoCrsgQAvD_BwE
C		co miesiąc	1	zdrowie	4. Normal	3	Średnie	3	-----	2026-05-20	6	s	!	1		umówić się na masaż do Gilowic lub gdzie indziej (jasmin kuków)
C		co 3 tygodnie	1	dom	4. Normal	3	Średnie	3	Kocoń	2026-04-18	6	a	!!	0	1	Wytrzeć kurze (Kocoń)	parapety, biurko, regał w salonie, drzwi + inne
C		1 kwietnia		samochód	4. Normal	3	Średnie	3	Kocoń	2027-04-01	6	a	!			umówić wymianę opon na letnie (Perła) - około 15 kwietnia
C		co rok	2	samochód	4. Normal	3	Średnie	3	-----	2027-04-01	6	a	!			umówić wymianę opon na letnie (Potworek) - około 15 kwietnia
C	4	co 5 maja	0,2	dom	2. Critical	10	Średnie	3	-----	2026-03-28	17	a	!	1		Kredyt - sprawdzić czy wszystko ok (w tym ubezpieczenie domu i Szymka)		Gdyby co to tak pisałem ale potem było OK: Dzień dobry, Jaki jest rezultat sprawy PSW385248201? Przesłałem brakujący dokument ("Potwierdzenie zaktualizowania oznaczenia w księdze wieczystej"). Dokument długo był w statusie "analizowany" aż niedawno ślad po tym zaginął i znowu mam tylko komunikat, że dokument nie został wysłany.
C		co 2 lata		raj	3. High	4	Łatwe	5	-----	2026-05-10	9	a	!!!	1		Raj umówić kardiolog na echo
C		co miesiąc	0,5	dom	4. Normal	3	Średnie	3	Kocoń	2026-05-04	6	a	!	0	1	Czyszczenie odpływów (sprawdzić wszystkie) - Kocoń
C		co miesiąc	0,5	dom	4. Normal	3	Średnie	3	Kocoń	2026-04-22	6	a	!	0	1	Sprawdzić czy w lodówce jest nadmiar wody i przeczyścić (Kocoń)
T	1		1	dom	4. Normal	3	Trudne	1	Katowice	2026-03-28	5	a	!!	1	1	Umówić naprawę domofonu	sprawdzić i zgłosić do spółdzielni
T	6		1	zdrowie	4. Normal	3	Średnie	3	-----	2026-03-28	12	s	!	1		Test zdolności poznawczych i zaburzeń osobowościowych
T			2	dom	3. High	4	Trudne	1	-----	2026-03-28	5	a	!!	0	1	Działka Jeleśnia, sprawdzić ceny działek	Dowiedzieć się czy sprzedaż wymaga podatku jeśli to idzie na remont. Jeśli tak to zastanowić się co dalej, czy sprzedać czy uzbroić czy wyrównać (ile to kosztuje)
C		co rok	2	raj	2. Critical	10	Średnie	3	-----	2026-07-19	13	a	!!!			Raj - szczepienie - termin do 19 sierpnia (wścieklizna, zakaźne, leptospiroza)
C	1	co rok	1	inne	4. Normal	3	Trudne	1	-----	2026-03-28	5	s	!!	0	1	Znaleźć kameralne koncerty zagranicznych artystow
C		co rok	1	samochód	3. High	4	Łatwe	5	-----	2026-08-10	9	a	!!			Umówić serwis auta (Potworek)	badanie techniczne jest ważne do 17 września
C		co ile trzeba	1,5	dom	4. Normal	3	Średnie	3	Kocoń	2026-05-16	6	a	!!	1		Przerzucić kompost	najlepiej wtedy kiedy koszenie trawy
C		co 2 miesiące	0,5	dom	2. Critical	10	Średnie	3	Katowice	2026-06-02	13	a	!!!			Czyszczenie odpływów (sprawdzić wszystkie) - Katowice
C		co pół roku	0,5	dom	4. Normal	3	Średnie	3	Kocoń	2026-05-15	6	a	!	1		wyczyścić filtr w zmywarce (Kocoń)
C		co rok (24 października)	3	dom	3. High	4	Trudne	1	-----	2026-03-28	5	s	!	0	1	Wymyśleć prezenty dla wszystkich na kolejną okazję
C		co 2 miesiące nieparzyste) 10 dnia	0,2	dom	3. High	4	Średnie	3	Katowice	2026-05-10	7	a	!	1	2	Odczyt prądu (Katowice) - Asia - 14 dnia nieparzystego miesiąca	Maksymalnie 22 dnia nieparzystego miesiąca
C		co 10 tygodni	0,5	dom	4. Normal	3	Średnie	3	Kocoń	2026-03-27	6	a	!	1		Wyczyścić odkurzacz ręczny
C		wt	0,5	dom	4. Normal	3	Średnie	3	Katowice	2026-06-02	6	a	!!	0	0	Poodkładać rzeczy na miejsca (Katowice)
C	1	co rok (21 kwiettnia)	1	dom	2. Critical	10	Średnie	3	Kocoń	2027-04-21	14	a	!			Umówić serwis pompy ciepła (przegląd ważny do 21 maja) - duplikat???
C		co rok 25 listopada	1	samochód	1. Blocker	1000	Średnie	3	-----	2026-12-01	1003	a	!!!			Umówić serwis auta (Perła)
C		co 2 miesiące	1	inne	4. Normal	3	Średnie	3	-----	2026-05-06	6	s	!	1		Umówić się z kimś na pizzę lub gdziekolwiek	micia/zielak/olek/kwiatkowa-ekipa/monika/steriole/błażej...
T	1		1	dom	5. Low	2	Średnie	3	-----	2026-03-28	6	a	!	1		Kupić szafkę balkonową (do Katowic)
C		do 22 dnia nieparzystego miesiąca	0,3	dom	3. High	4	Łatwe	5	Kocoń	2026-05-22	9	a	!	0	3	Odczyt prądu (Kocoń) - Asia 20 dnia miesiąca
